Dates,TAve,TMax,TMin,Rain,TEPCO,KEPCO,TOHOKU,CHUBU,Total
12/09/17,24.530,27.060,22.010,3.630,34572.917,17608.750,9045.000,16672.917,77899.583
13/09/17,25.530,30.080,20.970,0.020,35106.667,17369.583,9039.583,16795.417,78311.250
14/09/17,24.860,29.220,20.500,0.560,34848.333,16788.333,8725.000,16217.917,76579.583
15/09/17,22.580,26.380,18.780,1.970,32370.417,15777.917,8589.167,15459.167,72196.667
16/09/17,20.080,22.290,17.860,21.680,28340.417,14363.750,7703.333,12741.667,63149.167
17/09/17,21.450,24.060,18.850,38.200,26608.333,13538.750,7557.917,11584.583,59289.583
18/09/17,24.960,29.860,20.070,1.480,31539.583,14567.083,8220.000,14402.083,68728.750
19/09/17,23.640,28.050,19.230,0.800,32975.000,16115.000,8732.083,15750.000,73572.083
20/09/17,23.410,26.360,20.460,2.090,32082.917,16282.917,8767.500,15684.167,72817.500
21/09/17,22.980,27.670,18.290,5.320,32430.833,16052.917,8681.250,15635.000,72800.000
22/09/17,21.230,24.530,17.930,14.130,31715.000,15755.417,8671.250,15230.833,71372.500
23/09/17,21.940,25.420,18.450,1.770,27567.083,14182.917,8032.917,12965.000,62747.917
24/09/17,22.340,26.620,18.060,0.150,26670.000,13390.833,7753.333,11667.083,59481.250
25/09/17,23.250,28.510,17.980,0.000,31670.833,15805.000,8603.750,15095.417,71175.000
26/09/17,23.590,28.630,18.540,0.740,32580.417,16505.000,8855.833,16082.917,74024.167
27/09/17,23.350,26.660,20.040,28.610,32190.833,16354.583,8881.667,15885.833,73312.917
28/09/17,19.880,23.940,15.820,2.290,31088.750,16027.083,8675.000,15452.917,71243.750
29/09/17,19.490,24.640,14.330,0.240,29795.417,15258.750,8357.083,14714.167,68125.417
30/09/17,20.680,25.120,16.240,0.240,27226.667,13802.500,7949.583,12387.083,61365.833
01/10/17,19.900,25.280,14.530,1.380,25786.667,12906.250,7550.000,11181.667,57424.583
02/10/17,21.240,23.680,18.800,21.530,30240.000,15467.917,8454.167,14612.083,68774.167
03/10/17,22.500,26.760,18.230,0.200,31893.750,16020.417,8633.333,15627.500,72175.000
04/10/17,18.420,22.060,14.770,0.300,29832.500,15182.083,8561.250,14942.500,68518.333
05/10/17,17.940,22.150,13.730,4.140,29396.250,15151.250,8617.917,14820.000,67985.417
06/10/17,17.090,19.720,14.460,35.720,29679.167,15370.000,8710.417,14976.250,68735.833
07/10/17,19.730,23.200,16.270,1.080,27591.667,14262.500,8256.250,12767.917,62878.333
08/10/17,22.240,26.930,17.550,0.000,25923.333,13340.833,7597.917,11523.333,58385.417
09/10/17,22.230,26.580,17.880,0.300,27456.250,14197.083,7925.417,12870.000,62448.750
10/10/17,22.970,27.630,18.300,0.620,31860.417,16396.667,8621.667,15483.750,72362.500
11/10/17,21.990,25.370,18.620,1.460,31581.250,16760.417,8807.083,16147.917,73296.667
12/10/17,21.690,25.520,17.850,3.400,32637.083,16075.833,8640.417,15817.917,73171.250
13/10/17,17.510,19.750,15.280,11.560,30565.833,15443.750,8698.750,15250.417,69958.750
14/10/17,16.930,18.940,14.930,4.680,28113.750,14369.583,8349.167,12955.417,63787.917
15/10/17,15.880,17.590,14.170,21.210,26705.833,13312.917,7795.833,11339.583,59154.167
16/10/17,14.210,15.600,12.820,22.130,31036.250,15265.000,8872.500,14298.750,69472.500
17/10/17,14.790,17.260,12.320,2.540,31442.917,15668.750,8817.917,15110.417,71040.000
18/10/17,15.380,19.130,11.640,17.270,30477.083,15465.833,8917.083,14915.833,69775.833
19/10/17,13.060,14.800,11.310,15.610,32837.917,15763.750,9301.667,15228.750,73132.083
20/10/17,15.770,18.380,13.160,8.590,31766.667,15616.667,9175.833,14975.000,71534.167
21/10/17,16.820,18.150,15.480,42.790,29075.000,14657.083,8517.917,13000.000,65250.000
22/10/17,17.190,18.440,15.950,120.000,27652.917,13863.333,8056.250,11747.500,61320.000
23/10/17,16.520,19.720,13.310,1.840,29806.250,15006.667,8845.417,13865.000,67523.333
24/10/17,15.070,18.290,11.850,7.610,30514.167,15753.333,8901.250,15115.833,70284.583
25/10/17,14.130,17.350,10.910,3.120,31566.250,15647.500,9002.083,15440.417,71656.250
26/10/17,15.510,21.070,9.940,0.000,30346.250,15485.000,8839.167,15193.750,69864.167
27/10/17,16.250,21.940,10.570,1.700,30172.500,15370.417,8793.333,15007.083,69343.333
28/10/17,15.740,17.650,13.820,23.830,28680.417,14592.500,8443.750,13018.333,64735.000
29/10/17,16.130,18.070,14.180,51.170,27801.250,13769.167,8118.750,11719.583,61408.750
30/10/17,13.670,18.010,9.330,0.430,29801.250,15327.917,9010.417,14533.333,68672.917
31/10/17,12.630,17.320,7.940,0.000,30989.167,15708.333,9180.417,15376.667,71254.583
01/11/17,14.070,19.620,8.520,0.040,30671.250,15731.667,9155.417,15199.583,70757.917
02/11/17,15.410,21.070,9.750,2.020,30272.500,15719.167,8928.333,15150.000,70070.000
03/11/17,16.520,21.630,11.410,1.020,27850.000,14550.833,8507.500,14250.417,65158.750
04/11/17,14.910,19.430,10.380,0.340,27192.917,14241.250,8448.750,12557.917,62440.833
05/11/17,12.700,16.930,8.470,0.000,26405.833,13642.500,8031.250,11485.417,59565.000
06/11/17,13.960,20.090,7.820,0.000,30209.583,15518.750,8906.667,14511.667,69146.667
07/11/17,15.530,21.160,9.890,2.210,30570.833,15787.083,9007.500,15218.333,70583.750
08/11/17,15.630,18.450,12.800,1.920,31225.417,16012.917,9016.667,15440.833,71695.833
09/11/17,14.160,18.520,9.810,0.090,31038.333,15797.083,9136.250,15245.000,71216.667
10/11/17,13.060,18.190,7.940,4.630,31450.417,15869.167,9169.583,15299.167,71788.333
11/11/17,14.220,18.500,9.940,0.720,28662.917,14615.833,8870.417,13046.667,65195.833
12/11/17,11.830,15.690,7.970,0.000,27304.583,13708.750,8359.167,11865.417,61237.917
13/11/17,11.730,17.020,6.450,4.790,31463.750,15830.417,9320.417,14980.417,71595.000
14/11/17,12.760,15.260,10.260,5.100,32639.167,16701.250,9591.250,15985.833,74917.500
15/11/17,12.400,15.980,8.830,0.460,32089.583,16216.667,9457.500,15541.250,73305.000
16/11/17,10.120,13.780,6.470,0.000,32450.417,16785.833,9961.667,16220.833,75418.750
17/11/17,9.080,13.310,4.850,5.500,33099.167,16993.750,10085.833,16101.667,76280.417
18/11/17,10.310,13.280,7.330,2.230,31758.750,15972.917,9572.083,14449.583,71753.333
19/11/17,7.410,10.840,3.970,0.290,29664.167,14911.667,9473.333,12952.917,67002.083
20/11/17,6.400,9.590,3.220,0.890,36067.083,17899.583,10808.750,16785.417,81560.833
21/11/17,7.150,11.310,2.990,0.000,35809.167,18032.500,10840.000,17287.917,81969.583
22/11/17,7.680,11.810,3.560,13.800,36667.500,18040.417,10618.333,17135.833,82462.083
23/11/17,9.790,13.650,5.940,2.730,33770.833,16293.750,10056.667,16118.333,76239.583
24/11/17,8.030,11.810,4.250,0.760,34347.500,17817.083,10719.583,16946.667,79830.833
25/11/17,7.740,11.660,3.820,0.350,32055.417,16461.250,10290.833,14745.000,73552.500
26/11/17,8.940,14.110,3.770,0.570,29512.083,15434.583,9339.583,13120.417,67406.667
27/11/17,10.270,14.330,6.210,0.000,33155.833,16802.500,10302.917,15794.167,76055.417
28/11/17,11.550,16.490,6.620,0.620,33760.417,17026.250,10468.333,16482.917,77737.917
29/11/17,12.050,16.140,7.950,1.590,32875.000,17002.500,10177.500,16540.833,76595.833
30/11/17,10.830,13.660,8.000,0.280,34376.667,16646.250,10457.500,16161.250,77641.667
01/12/17,7.940,10.670,5.210,0.040,35099.167,17258.333,10824.583,16439.167,79621.250
02/12/17,6.900,10.670,3.120,0.000,32596.667,16481.250,10432.500,14621.667,74132.083
03/12/17,8.620,13.110,4.120,0.160,30648.333,15195.000,9438.333,13037.917,68319.583
04/12/17,7.790,11.390,4.190,1.260,35497.500,18142.500,10308.750,16802.917,80751.667
05/12/17,7.040,10.820,3.270,0.740,35131.250,18818.333,10727.500,17567.083,82244.167
06/12/17,5.470,9.320,1.620,0.000,36255.417,19084.583,11260.000,17955.417,84555.417
07/12/17,6.230,10.660,1.800,1.390,36845.000,18985.833,11030.417,17831.667,84692.917
08/12/17,5.410,8.340,2.490,2.240,38614.583,19392.917,11105.000,18404.167,87516.667
09/12/17,4.940,9.150,0.740,0.000,34873.750,17876.667,10669.583,15987.917,79407.917
10/12/17,7.040,11.840,2.240,1.400,32436.667,16074.167,9628.333,13954.583,72093.750
11/12/17,8.070,12.780,3.360,0.580,35150.000,18460.833,10737.917,17085.417,81434.167
12/12/17,4.330,6.900,1.770,0.190,37128.333,20285.833,12079.583,18863.333,88357.083
13/12/17,4.440,7.990,0.890,0.040,38179.167,20253.750,12086.667,18999.583,89519.167
14/12/17,4.860,9.060,0.660,0.000,38790.417,20034.167,11689.167,19055.833,89569.583
15/12/17,5.650,9.240,2.050,0.190,39115.000,19206.250,11337.500,18303.750,87962.500
16/12/17,6.490,10.460,2.520,0.310,34941.667,17862.917,10553.750,15883.750,79242.083
17/12/17,4.230,7.070,1.380,0.020,33364.583,17136.250,10611.250,14745.417,75857.500
18/12/17,3.840,8.080,-0.410,0.270,38925.417,19596.667,11519.583,18222.917,88264.583
19/12/17,5.640,10.400,0.870,0.250,38803.750,19625.000,11728.333,19035.833,89192.917
20/12/17,4.720,8.790,0.660,0.000,38815.000,19574.167,11615.417,18860.833,88865.417
21/12/17,5.040,9.940,0.130,0.070,39112.500,19665.417,11347.500,18694.583,88820.000
22/12/17,5.770,10.700,0.840,0.060,38680.417,19492.917,11245.833,18375.417,87794.583
23/12/17,6.790,12.170,1.410,0.020,34390.417,17360.833,10245.000,15557.917,77554.167
24/12/17,7.570,11.700,3.450,14.960,33214.167,16193.750,9817.500,13890.833,73116.250
25/12/17,8.040,12.050,4.040,0.270,35298.333,18263.333,10920.417,17037.083,81519.167
26/12/17,5.820,9.340,2.310,1.130,36384.167,19199.167,11940.000,18315.417,85838.750
27/12/17,3.510,6.420,0.590,0.540,37809.167,19509.583,12550.417,18874.167,88743.333
28/12/17,4.150,7.780,0.520,0.040,36565.417,18640.000,11813.750,17469.583,84488.750
29/12/17,5.300,8.870,1.720,0.320,33290.417,16587.917,10860.833,14844.167,75583.333
30/12/17,5.640,10.030,1.250,0.290,30441.250,14857.083,9957.917,12713.333,67969.583
31/12/17,4.390,7.040,1.740,0.520,31015.833,14756.250,9377.083,12215.000,67364.167
01/01/18,5.710,10.140,1.290,0.490,27849.583,13660.000,8653.913,11324.583,61488.080
02/01/18,5.210,9.680,0.740,0.700,27986.667,13775.417,9143.750,11566.250,62472.083
03/01/18,4.260,7.430,1.090,0.480,29980.000,14596.667,9907.083,12181.667,66665.417
04/01/18,3.790,8.000,-0.430,0.630,33434.167,16891.250,10520.000,13683.750,74529.167
05/01/18,3.500,5.850,1.140,0.440,37757.500,19483.750,11110.417,15653.333,84005.000
06/01/18,4.760,9.300,0.220,0.780,35557.083,18537.917,10791.667,15469.167,80355.833
07/01/18,5.180,9.420,0.930,3.500,32575.833,16685.833,10107.500,14213.333,73582.500
08/01/18,6.180,8.950,3.410,12.250,35657.500,17599.167,10506.667,16982.500,80745.833
09/01/18,7.250,11.900,2.590,2.560,36636.667,19052.500,11025.417,18085.000,84799.583
10/01/18,4.840,8.330,1.350,1.000,37567.083,20221.667,11767.917,18670.417,88227.083
11/01/18,2.860,6.170,-0.450,0.060,38880.417,21142.500,12131.250,19492.083,91646.250
12/01/18,1.440,5.170,-2.300,0.430,40705.833,21354.583,12242.083,19791.250,94093.750
13/01/18,1.890,5.910,-2.130,0.130,37850.833,19782.083,11480.000,17450.417,86563.333
14/01/18,2.960,6.960,-1.030,0.040,34906.667,18222.500,10798.750,15272.500,79200.417
15/01/18,4.460,10.440,-1.520,0.400,39842.083,20173.750,11754.167,18258.333,90028.333
16/01/18,7.470,13.210,1.720,6.180,38415.833,19290.417,11175.000,18091.250,86972.500
17/01/18,8.010,10.450,5.570,11.220,38745.833,18521.250,11272.500,17909.583,86449.167
18/01/18,8.630,13.040,4.220,0.190,36675.417,17940.417,10882.917,17258.750,82757.500
19/01/18,7.560,10.950,4.170,0.000,37034.583,18317.917,11149.167,17492.083,83993.750
20/01/18,6.440,10.610,2.270,0.040,34817.083,17289.167,10741.250,15917.917,78765.417
21/01/18,5.970,10.710,1.230,0.810,32593.333,16298.750,10337.500,14045.833,73275.417
22/01/18,2.660,5.080,0.240,13.160,42190.833,20252.083,12197.917,18675.417,93316.250
23/01/18,4.350,9.180,-0.480,1.250,40779.167,20350.417,12322.500,19350.833,92802.917
24/01/18,0.500,4.040,-3.040,0.610,41384.583,21828.333,13215.833,20301.250,96730.000
25/01/18,-0.450,3.210,-4.120,0.640,43522.083,22364.583,13430.833,20753.750,100071.250
26/01/18,0.620,3.890,-2.640,0.340,43710.833,22091.667,13286.667,20687.083,99776.250
27/01/18,1.530,5.870,-2.820,0.090,39924.167,20253.333,12220.000,18284.583,90682.083
28/01/18,1.400,4.310,-1.520,0.730,38333.750,19106.667,11071.667,16347.083,84859.167
29/01/18,2.840,7.100,-1.410,0.090,40808.750,20737.917,12231.667,19170.417,92948.750
30/01/18,1.830,5.200,-1.540,0.000,41629.167,21307.917,12892.500,19954.167,95783.750
31/01/18,2.540,7.210,-2.130,0.460,40869.167,20947.917,12442.083,19579.167,93838.333
01/02/18,2.930,5.490,0.370,5.890,42478.750,21436.667,11955.833,19631.667,95502.917
02/02/18,2.880,6.160,-0.400,0.960,44309.583,20687.917,12018.750,19158.750,96175.000
03/02/18,4.510,8.020,0.990,0.200,37863.333,18860.833,10860.417,16340.833,83925.417
04/02/18,3.420,6.630,0.220,0.400,34724.167,18098.333,10386.250,15107.083,78315.833
05/02/18,2.280,5.630,-1.070,0.120,40251.667,21426.667,11995.000,19267.917,92941.250
06/02/18,1.410,5.310,-2.490,0.120,41018.750,22017.500,12218.333,20195.417,95450.000
07/02/18,1.650,6.110,-2.810,0.220,40850.833,21763.333,12124.167,20201.667,94940.000
08/02/18,2.470,7.330,-2.380,0.090,41044.583,21505.000,12230.417,19987.917,94767.917
09/02/18,3.450,9.260,-2.350,0.520,40495.833,20878.750,11860.417,19505.000,92740.000
10/02/18,5.170,9.000,1.340,9.350,36272.083,19247.917,10625.000,16826.250,82971.250
11/02/18,5.270,9.820,0.710,1.650,31672.083,17358.750,10272.917,14677.500,73981.250
12/02/18,2.160,5.860,-1.530,0.550,35672.500,19269.167,11921.250,18308.750,85171.667
13/02/18,2.530,6.570,-1.500,0.150,39724.167,21125.417,12733.750,19777.083,93360.417
14/02/18,4.160,9.900,-1.580,2.080,38894.583,20470.833,11853.750,19095.417,90314.583
15/02/18,7.720,11.820,3.620,0.590,36347.500,19737.083,11792.917,18427.500,86305.000
16/02/18,5.400,9.280,1.510,0.290,37695.417,19537.917,11657.500,18132.083,87022.917
17/02/18,4.940,9.720,0.170,0.340,34956.667,18361.250,11808.750,16589.167,81715.833
18/02/18,2.990,7.800,-1.820,0.370,34692.500,17427.500,11357.083,15262.500,78739.583
19/02/18,4.480,8.920,0.040,0.460,38218.750,19950.000,11952.083,18276.250,88397.083
20/02/18,6.380,11.000,1.760,0.380,36935.000,19066.667,11744.583,18186.667,85932.917
21/02/18,5.430,8.460,2.400,0.690,38853.750,19392.500,12027.917,18469.167,88743.333
22/02/18,4.070,7.790,0.350,0.510,41326.250,19399.583,11818.750,18391.250,90935.833
23/02/18,5.210,9.690,0.720,0.120,40046.250,19196.667,11464.583,17929.583,88637.083
24/02/18,6.250,12.260,0.230,0.100,35072.083,17541.250,11095.833,15586.667,79295.833
25/02/18,5.660,8.790,2.530,0.890,33989.167,16382.083,10502.500,14063.750,74937.500
26/02/18,7.290,11.860,2.720,0.000,37605.000,17984.167,11289.583,16727.500,83606.250
27/02/18,7.060,12.550,1.560,0.320,36897.083,18252.917,11526.250,17352.917,84029.167
28/02/18,8.440,14.060,2.810,27.000,36076.667,17723.333,10972.500,16918.333,81690.833
01/03/18,11.480,16.520,6.450,3.590,33956.250,17102.917,10842.083,16613.750,78515.000
02/03/18,7.690,11.680,3.690,0.220,34220.000,17563.333,11690.833,17186.667,80660.833
03/03/18,8.210,14.380,2.040,1.860,31847.083,16268.333,10076.250,14731.667,72923.333
04/03/18,12.620,19.760,5.480,7.170,28169.583,14214.583,9204.583,12462.500,64051.250
05/03/18,12.020,16.610,7.440,19.830,32087.917,16557.083,10683.333,15937.083,75265.417
06/03/18,7.800,11.710,3.880,0.020,33661.250,17600.833,11041.667,16841.667,79145.417
07/03/18,6.310,10.380,2.250,0.630,36768.333,18154.167,11077.917,17452.500,83452.917
08/03/18,8.490,11.840,5.140,49.900,38655.833,17945.833,10987.917,17498.750,85088.333
09/03/18,9.030,13.700,4.360,2.440,35326.250,18442.917,10529.583,16814.167,81112.917
10/03/18,6.720,10.860,2.580,0.000,32540.417,16975.000,9895.417,15006.250,74417.083
11/03/18,8.190,13.950,2.440,0.090,30001.250,15742.500,9528.750,13306.250,68578.750
12/03/18,9.060,14.660,3.470,0.040,33517.917,17427.083,10480.000,16305.833,77730.833
13/03/18,11.220,18.070,4.380,0.020,33127.083,17032.500,10349.583,16466.667,76975.833
14/03/18,14.030,20.800,7.250,0.000,31515.417,16178.750,9733.750,15740.417,73168.333
15/03/18,14.830,20.930,8.740,10.030,30926.250,15923.333,9483.750,15442.500,71775.833
16/03/18,10.140,15.820,4.460,3.330,32089.583,17045.000,10052.500,16117.500,75304.583
17/03/18,7.300,12.420,2.180,0.000,30937.917,15957.083,9699.583,14326.667,70921.250
18/03/18,10.260,16.300,4.230,0.600,28660.417,14510.417,9160.000,12353.333,64684.167
19/03/18,12.520,15.870,9.170,11.400,31901.667,16086.250,9701.667,15407.500,73097.083
20/03/18,8.110,10.850,5.380,16.570,34682.917,17620.000,10209.167,16647.917,79160.000
21/03/18,5.900,8.600,3.200,28.170,37247.917,17161.250,10517.083,17040.417,81966.667
22/03/18,8.750,12.900,4.590,0.950,35235.417,17536.667,10615.833,16570.417,79958.333
23/03/18,10.110,15.180,5.050,0.840,32618.333,17309.167,10158.333,16187.083,76272.917
24/03/18,10.260,16.200,4.320,0.050,29687.083,15667.917,9149.167,13704.583,68208.750
25/03/18,12.210,18.460,5.960,0.000,27334.783,14223.333,8530.870,11912.917,62001.902
26/03/18,13.990,20.840,7.130,0.000,30011.250,15780.417,9062.917,14798.333,69652.917
27/03/18,14.780,21.190,8.370,0.000,30059.583,15855.000,9086.250,15256.667,70257.500
28/03/18,16.110,22.810,9.400,0.000,29554.583,15543.750,8870.833,15057.917,69027.083
29/03/18,16.740,22.880,10.610,0.000,29394.583,15402.083,8826.667,14781.250,68404.583
30/03/18,13.340,18.240,8.430,0.000,28998.750,15185.833,8995.417,14476.250,67656.250
31/03/18,12.560,18.660,6.470,0.000,27302.917,14350.833,8494.583,12545.833,62694.167
01/04/18,15.430,21.090,9.760,0.200,25834.167,12952.500,7857.917,11147.083,57791.667
02/04/18,17.580,23.320,11.850,0.000,29132.917,14748.750,8662.917,14060.833,66605.417
03/04/18,18.280,23.630,12.940,0.040,30075.000,15161.667,8801.667,14905.000,68943.333
04/04/18,17.990,24.090,11.890,0.800,29979.583,15218.333,9065.000,14877.917,69140.833
05/04/18,13.950,17.720,10.180,0.920,30052.917,15316.250,9248.333,14917.917,69535.417
06/04/18,14.960,19.320,10.590,7.990,30095.000,15359.583,9545.833,14855.833,69856.250
07/04/18,11.470,15.520,7.420,0.470,27796.250,14685.000,9009.583,13046.250,64537.083
08/04/18,9.650,13.910,5.400,0.290,26440.833,14087.500,8551.667,12277.917,61357.917
09/04/18,11.320,17.440,5.200,0.380,30071.250,16060.417,9554.167,15348.333,71034.167
10/04/18,13.600,19.790,7.420,0.000,30395.000,15728.333,9287.500,15446.667,70857.500
11/04/18,16.690,21.140,12.250,1.420,30465.000,15557.083,9155.417,15367.917,70545.417
12/04/18,17.910,22.960,12.860,0.070,30095.833,15324.167,8837.500,14946.250,69203.750
13/04/18,14.870,19.560,10.180,0.150,29761.250,15282.083,9052.917,14870.000,68966.250
14/04/18,14.480,18.940,10.020,31.870,28072.917,14362.500,8790.833,12896.667,64122.917
15/04/18,14.750,18.960,10.530,1.050,26383.750,13333.333,8169.583,11562.083,59448.750
16/04/18,13.840,18.700,8.990,0.180,29434.583,15221.667,8993.333,14412.500,68062.083
17/04/18,13.250,16.690,9.820,16.910,31216.250,15685.833,9102.083,15391.250,71395.417
18/04/18,14.850,19.080,10.630,4.700,31115.000,15388.750,8952.500,15167.500,70623.750
19/04/18,16.310,22.870,9.760,0.000,30174.583,15340.833,8692.500,14846.250,69054.167
20/04/18,18.480,25.320,11.650,0.000,29902.083,15340.000,8565.417,14751.667,68559.167
21/04/18,19.170,25.940,12.400,0.000,27527.500,14153.333,8141.250,12626.667,62448.750
22/04/18,19.840,26.460,13.210,0.000,26191.667,13071.250,7530.000,10973.333,57766.250
23/04/18,17.970,21.720,14.220,1.210,29297.500,15075.000,8525.000,14082.500,66980.000
24/04/18,17.590,20.140,15.050,44.220,30162.500,15413.333,8896.250,14932.917,69405.000
25/04/18,16.580,19.880,13.290,11.330,30510.833,15200.417,8905.000,14904.167,69520.417
26/04/18,17.340,22.690,11.990,0.000,29404.583,14921.250,8705.833,14562.500,67594.167
27/04/18,17.590,21.820,13.350,0.000,28945.000,14729.167,8517.917,14107.083,66299.167
28/04/18,18.360,24.170,12.560,0.000,26297.083,13585.833,7984.583,11815.417,59682.917
29/04/18,18.770,25.390,12.140,0.000,24616.250,12469.583,7427.917,10512.083,55025.833
30/04/18,19.970,24.790,15.150,0.000,25413.333,12720.000,7499.167,10876.667,56509.167
01/05/18,20.890,27.100,14.670,2.790,27911.667,14091.250,7847.083,11747.083,61597.083
02/05/18,19.850,22.800,16.910,18.830,27504.583,13996.667,7830.417,11552.917,60884.583
03/05/18,18.790,23.150,14.420,0.510,25411.250,12342.500,7306.667,10147.917,55208.333
04/05/18,16.360,20.860,11.850,0.320,23790.000,12169.167,7130.000,9875.417,52964.583
05/05/18,17.110,23.220,10.990,0.080,23688.750,12149.167,7053.750,10136.667,53028.333
06/05/18,18.890,24.500,13.290,16.730,24115.000,12269.167,7077.500,10492.500,53954.167
07/05/18,17.030,19.950,14.120,21.020,28671.250,14692.500,8160.417,13853.333,65377.500
08/05/18,15.070,17.490,12.650,25.700,29864.167,15109.583,8621.250,14690.833,68285.833
09/05/18,14.370,17.680,11.070,1.100,30500.417,15156.667,8896.250,14595.833,69149.167
10/05/18,13.740,17.840,9.640,3.240,30264.583,15209.583,8912.500,14489.583,68876.250
11/05/18,16.030,23.270,8.790,0.000,29386.250,15268.750,8672.917,14521.667,67849.583
12/05/18,18.790,24.750,12.830,0.550,26832.917,14107.500,8137.917,12415.000,61493.333
13/05/18,17.900,20.340,15.470,48.280,25562.083,13406.250,7561.250,11322.083,57851.667
14/05/18,20.510,26.010,15.000,0.000,29349.167,15153.333,8386.667,14303.750,67192.917
15/05/18,21.190,28.070,14.300,0.000,30255.000,15621.250,8569.167,15225.000,69670.417
16/05/18,23.080,28.570,17.600,0.830,31078.750,15871.250,8715.417,15307.917,70973.333
17/05/18,23.830,27.650,20.010,1.650,32016.667,16396.667,8740.833,15708.333,72862.500
18/05/18,22.860,26.830,18.890,14.070,32422.083,16600.833,8748.333,16035.833,73807.083
19/05/18,18.170,22.920,13.420,0.300,28193.333,14052.917,8121.250,12803.750,63171.250
20/05/18,17.380,22.770,11.990,0.260,24807.917,12970.000,7479.583,11048.333,56305.833
21/05/18,20.560,26.790,14.340,0.000,29159.583,15055.417,8267.917,14190.417,66673.333
22/05/18,21.000,27.470,14.540,0.440,30302.500,15441.667,8502.917,14979.583,69226.667
23/05/18,18.990,21.290,16.700,10.920,30032.917,15457.500,8432.083,14888.333,68810.833
24/05/18,20.600,25.600,15.610,0.000,30746.250,15579.583,8450.000,15104.167,69880.000
25/05/18,22.200,27.960,16.440,1.400,31010.833,15742.500,8678.333,15078.750,70510.417
26/05/18,21.470,25.470,17.460,0.880,27517.500,14096.667,8053.750,12682.083,62350.000
27/05/18,21.520,27.110,15.930,0.070,26110.000,13372.917,7502.917,11345.000,58330.833
28/05/18,21.960,25.320,18.610,0.250,30183.750,15400.000,8411.250,14632.917,68627.917
29/05/18,22.890,27.180,18.610,2.270,31515.833,15906.250,8827.917,15506.250,71756.250
30/05/18,20.960,24.240,17.680,6.370,31133.750,15630.000,8748.333,15242.500,70754.583
31/05/18,19.260,21.860,16.670,9.020,30191.250,15597.083,8725.417,14974.583,69488.333
01/06/18,21.040,25.920,16.150,0.000,30365.000,15397.083,8575.000,14969.167,69306.250
02/06/18,21.500,27.350,15.650,0.000,28063.750,14243.750,8161.250,12687.917,63156.667
03/06/18,22.680,28.140,17.220,0.000,26767.083,13567.083,7765.417,11415.833,59515.417
04/06/18,23.870,29.290,18.450,0.030,31519.583,15929.583,8782.083,14949.583,71180.833
05/06/18,22.790,27.250,18.330,15.290,32421.250,16045.417,8952.917,15772.500,73192.083
06/06/18,20.360,22.640,18.080,12.570,31540.000,15971.250,8867.917,15350.417,71729.583
07/06/18,23.170,27.690,18.640,1.090,32080.833,16326.250,9165.417,15776.667,73349.167
08/06/18,23.210,26.760,19.660,13.300,32746.250,16541.667,9119.583,15782.083,74189.583
09/06/18,24.580,29.230,19.920,0.170,31157.500,15007.083,8246.667,13468.750,67880.000
10/06/18,20.870,23.410,18.320,26.610,27045.000,13522.500,7636.250,11644.167,59847.917
11/06/18,20.910,23.160,18.670,13.720,30379.583,16049.583,8505.833,15244.583,70179.583
12/06/18,21.360,25.270,17.440,1.170,31500.000,15992.083,8645.833,16120.417,72258.333
13/06/18,21.240,25.730,16.740,0.130,31465.417,15662.083,8458.333,15707.083,71292.917
14/06/18,20.970,25.170,16.760,1.030,30977.083,15558.750,8584.167,15775.000,70895.000
15/06/18,19.320,22.240,16.400,4.780,30470.417,15615.000,8555.000,15513.750,70154.167
16/06/18,19.160,22.830,15.500,0.000,27360.833,14154.167,8164.167,13002.917,62682.083
17/06/18,20.420,25.040,15.810,1.740,25449.583,13535.417,7621.250,11531.667,58137.917
18/06/18,21.440,24.430,18.460,2.970,30048.333,15329.583,8515.417,14730.833,68624.167
19/06/18,23.200,27.250,19.160,23.080,31759.583,16014.583,8978.750,15920.000,72672.917
20/06/18,21.070,22.670,19.480,18.150,31529.583,16178.750,8875.833,15782.500,72366.667
21/06/18,22.550,25.880,19.220,0.280,31486.250,16055.000,8903.750,15707.083,72152.083
22/06/18,23.760,29.020,18.510,2.990,32318.750,16494.583,8876.667,15802.500,73492.500
23/06/18,20.980,23.840,18.130,13.350,28559.167,14432.500,8353.333,12936.250,64281.250
24/06/18,23.140,27.970,18.310,0.630,27052.500,13889.583,7935.833,11837.917,60715.833
25/06/18,25.360,31.440,19.280,1.230,33992.083,17051.667,8866.667,16085.833,75996.250
26/06/18,25.590,29.990,21.190,1.780,34952.917,18088.750,9225.833,17237.083,79504.583
27/06/18,27.480,30.890,24.070,3.040,36509.583,18731.667,9237.500,17487.500,81966.250
28/06/18,27.710,31.220,24.190,2.000,37090.833,18756.667,9262.083,17504.167,82613.750
29/06/18,27.100,30.930,23.270,17.550,38134.167,18391.667,9657.500,17387.917,83571.250
30/06/18,27.440,31.380,23.490,1.780,35678.333,16970.833,9232.500,14936.250,76817.917
01/07/18,28.450,32.550,24.340,0.450,33530.417,16413.333,8935.000,13595.833,72474.583
02/07/18,28.500,32.860,24.150,4.710,39391.250,19134.583,10331.667,17500.000,86357.500
03/07/18,27.990,31.580,24.400,9.720,39753.750,19037.917,10587.917,18017.500,87397.083
04/07/18,27.080,29.870,24.290,26.860,38222.500,18797.083,9730.000,17517.500,84267.083
