Dates,TAve,TMax,TMin,Rain,TEPCO,KEPCO,TOHOKU,CHUBU,Total
01/01/13,3.810,7.560,0.060,0.240,27176.250,14386.250,9052.083,13070.288,63684.871
02/01/13,6.800,11.510,2.090,0.770,26793.750,14133.333,9108.750,12905.691,62941.524
03/01/13,2.880,5.920,-0.170,0.060,28714.583,15170.417,9942.083,13983.923,67811.006
04/01/13,1.810,5.110,-1.490,0.040,33050.417,17187.083,10855.833,16050.444,77143.777
05/01/13,1.730,5.390,-1.940,0.150,34620.833,17933.750,10469.583,16599.573,79623.740
06/01/13,3.300,8.290,-1.690,0.020,33410.417,17165.833,10382.917,16012.287,76971.454
07/01/13,4.050,8.360,-0.250,0.000,37593.750,19250.833,11247.083,18040.770,86132.437
08/01/13,5.530,10.060,1.000,0.000,37807.083,19874.583,11627.083,18386.909,87695.658
09/01/13,4.980,8.370,1.590,0.060,37691.250,19954.167,11986.667,18478.865,88110.948
10/01/13,3.970,7.180,0.750,0.000,38328.333,20372.500,12352.500,18883.068,89936.401
11/01/13,3.700,7.580,-0.180,0.000,38925.417,20328.333,12192.083,18994.695,90440.528
12/01/13,4.410,9.140,-0.320,0.380,36436.250,18761.667,11115.833,17535.130,83848.880
13/01/13,5.430,10.400,0.460,17.950,32667.083,17384.167,10210.833,15814.037,76076.120
14/01/13,4.860,8.130,1.590,20.660,37812.500,18372.083,11376.667,17889.920,85451.169
15/01/13,3.520,6.610,0.420,0.390,39541.250,20233.750,11970.417,19079.897,90825.313
16/01/13,3.060,6.870,-0.760,0.090,40466.667,20197.500,11892.500,19310.616,91867.283
17/01/13,3.420,7.310,-0.470,1.700,40145.417,20426.667,12265.833,19390.604,92228.520
18/01/13,1.870,5.200,-1.460,0.590,40537.917,21168.333,12579.167,19802.273,94087.689
19/01/13,3.530,8.340,-1.290,0.690,37158.750,19247.917,11535.417,17998.229,85940.312
20/01/13,5.140,9.220,1.060,0.430,34159.167,17206.667,10567.083,16289.222,78222.138
21/01/13,4.700,8.480,0.920,8.820,38192.500,19981.250,11178.333,18399.233,87751.316
22/01/13,6.440,9.410,3.460,1.670,38996.667,19816.667,11637.083,18711.598,89162.015
23/01/13,5.640,8.820,2.460,1.040,38275.833,19549.583,11297.917,18334.176,87457.509
24/01/13,5.630,10.040,1.220,1.330,37959.167,19429.583,11211.250,18185.340,86785.340
25/01/13,5.140,9.340,0.940,0.880,37820.833,19801.667,11813.333,18423.051,87858.884
26/01/13,2.540,5.610,-0.540,1.190,36630.000,19108.333,11707.917,17857.214,85303.463
27/01/13,2.870,6.890,-1.150,0.300,34166.667,18140.833,10675.417,16587.842,79570.758
28/01/13,3.470,7.580,-0.640,0.020,38305.000,20678.750,11482.917,18716.220,89182.887
29/01/13,5.000,10.100,-0.090,0.580,37963.750,20210.000,11625.417,18526.383,88325.550
30/01/13,6.770,11.340,2.200,0.150,37039.167,19500.000,11475.000,18018.729,86032.896
31/01/13,5.830,10.880,0.780,0.020,37800.417,19162.083,11196.250,18059.849,86218.598
01/02/13,6.900,11.930,1.880,5.470,37035.833,19050.000,11039.583,17765.969,84891.385
02/02/13,12.090,16.490,7.690,0.020,31395.000,16272.917,10064.583,15094.623,72827.123
03/02/13,7.770,11.210,4.330,3.060,30200.000,15630.417,10205.833,14612.210,70648.459
04/02/13,8.160,11.430,4.900,1.620,34470.833,18712.083,11277.083,17007.924,81467.924
05/02/13,6.880,9.630,4.130,8.930,35611.667,19252.917,11365.417,17511.312,83741.312
06/02/13,5.300,8.450,2.140,3.150,39596.250,19766.250,11787.083,18910.442,90060.025
07/02/13,5.930,10.110,1.760,1.020,37122.917,19572.917,11539.583,18081.652,86317.069
08/02/13,2.150,4.640,-0.350,0.640,38406.667,20747.500,12195.833,18967.440,90317.440
09/02/13,3.000,6.720,-0.730,0.090,35888.750,19031.250,11244.167,17492.589,83656.756
10/02/13,4.020,8.980,-0.940,0.000,32276.667,17162.500,10621.667,15756.801,75817.634
11/02/13,4.290,8.110,0.460,0.040,34534.583,17958.333,11450.417,16860.984,80804.317
12/02/13,3.020,6.930,-0.890,10.040,39372.083,20280.833,11737.500,18978.935,90369.351
13/02/13,5.300,9.590,1.010,0.000,37465.417,20017.917,11582.500,18317.823,87383.656
14/02/13,6.010,9.940,2.070,4.390,37986.667,19467.917,11245.417,18213.780,86913.780
15/02/13,4.990,7.520,2.460,3.190,39209.167,20102.083,11506.667,18816.115,89634.032
16/02/13,2.730,5.730,-0.280,0.740,37283.333,19080.000,11580.833,17998.821,85942.988
17/02/13,2.450,6.650,-1.740,4.650,34930.417,18218.750,10691.250,16831.715,80672.131
18/02/13,4.720,7.700,1.730,10.800,39233.333,20438.333,11500.417,18916.841,90088.924
19/02/13,3.990,6.970,1.020,0.750,40393.750,20984.167,11715.417,19463.244,92556.577
20/02/13,3.660,7.930,-0.620,0.350,38808.333,20690.833,12169.167,19057.974,90726.307
21/02/13,3.380,7.340,-0.580,0.000,38962.917,20707.917,12361.667,19161.543,91194.043
22/02/13,3.890,8.080,-0.300,0.470,38404.167,20380.833,11895.417,18777.010,89457.427
23/02/13,4.830,8.230,1.430,0.750,34990.000,18399.583,11245.417,17057.694,81692.694
24/02/13,3.110,6.980,-0.770,0.650,34119.583,17710.000,11284.583,16625.169,79739.336
25/02/13,2.990,7.440,-1.460,0.520,39047.500,20145.417,12227.917,18987.585,90408.418
26/02/13,4.340,8.810,-0.140,6.750,38420.417,20011.250,11851.250,18663.962,88946.878
27/02/13,7.030,11.330,2.720,0.000,38400.417,19095.000,11409.167,18271.964,87176.547
28/02/13,9.320,14.950,3.690,0.170,35284.583,18127.083,10685.000,16904.592,81001.259
01/03/13,10.640,15.510,5.770,15.710,33827.083,18261.667,10825.833,16568.408,79482.991
02/03/13,6.270,9.660,2.880,0.500,31896.667,17667.083,10811.250,15846.150,76221.150
03/03/13,5.300,8.800,1.790,0.260,31882.083,16999.167,10245.833,15491.243,74618.326
04/03/13,5.550,10.080,1.030,0.190,36093.333,19032.500,10799.167,17424.570,83349.570
05/03/13,7.230,12.430,2.030,0.040,35153.750,18841.250,11024.583,17167.070,82186.653
06/03/13,8.870,15.310,2.440,0.360,33874.167,18266.250,10683.333,16542.575,79366.324
07/03/13,10.910,17.330,4.500,0.220,32464.583,17643.750,10430.833,15892.839,76432.006
08/03/13,14.530,19.950,9.120,1.180,31221.667,16833.750,10025.833,15193.808,73275.057
09/03/13,14.790,20.580,9.010,0.430,28379.167,15041.667,9489.167,13723.104,66633.104
10/03/13,11.620,19.740,3.510,1.430,27312.917,15277.500,9591.667,13516.085,65698.168
11/03/13,6.530,11.160,1.910,0.000,33181.250,18091.667,11111.667,16417.676,78802.259
12/03/13,8.910,16.120,1.710,0.240,32858.333,18056.250,10535.833,16151.999,77602.415
13/03/13,13.550,18.740,8.370,13.140,31278.333,17349.167,10429.583,15471.335,74528.418
14/03/13,6.990,10.680,3.310,0.040,33745.000,18679.583,10737.917,16638.915,79801.415
15/03/13,7.520,13.360,1.670,0.040,33130.000,18444.583,10402.917,16301.901,78279.401
16/03/13,10.160,16.310,4.010,0.290,29792.083,16416.667,9698.333,14575.475,70482.558
17/03/13,11.120,16.800,5.440,1.500,27660.000,14881.667,9001.250,13334.306,64877.222
18/03/13,15.150,18.770,11.540,13.940,30137.083,16484.583,9845.000,14734.620,71201.287
19/03/13,16.680,21.570,11.790,1.100,29802.083,16069.583,9620.000,14457.330,69948.997
20/03/13,13.710,17.310,10.120,5.270,28641.250,15751.250,9532.500,14011.770,67936.770
21/03/13,8.740,12.780,4.690,0.020,30588.750,17342.500,10493.750,15291.570,73716.570
22/03/13,10.090,16.480,3.700,0.610,30493.333,17301.667,9995.833,15111.213,72902.046
23/03/13,11.300,15.310,7.290,0.080,28426.250,15831.250,9583.333,13987.833,67828.666
24/03/13,10.620,15.020,6.220,0.050,27610.417,14676.667,9052.500,13276.478,64616.061
25/03/13,8.960,12.640,5.280,1.720,32474.583,16934.583,10011.667,15574.785,74995.618
26/03/13,7.860,12.180,3.540,1.150,32737.917,17761.250,10365.833,15985.506,76850.506
27/03/13,8.840,12.540,5.130,3.150,34412.500,17894.583,10175.417,16445.523,78928.023
28/03/13,14.090,18.720,9.470,0.200,31062.083,16985.833,9531.250,15051.015,72630.182
29/03/13,13.870,17.880,9.850,0.000,29824.167,16324.583,9528.750,14510.181,70187.681
30/03/13,10.810,14.910,6.700,0.670,30540.417,14924.583,9284.583,14246.282,68995.865
31/03/13,9.470,12.190,6.750,0.670,30156.522,14469.583,9162.609,13973.010,67761.724
01/04/13,11.090,16.730,5.460,4.950,31288.333,16282.500,9627.500,14942.706,72141.039
02/04/13,11.570,14.730,8.420,34.570,33610.833,16788.333,9848.750,15810.008,76057.924
03/04/13,12.960,16.220,9.700,9.160,33115.000,16844.583,9768.333,15662.120,75390.036
04/04/13,14.410,20.360,8.450,0.000,30677.083,16433.333,9429.167,14755.358,71294.941
05/04/13,16.000,22.010,9.980,1.780,30039.583,16094.583,9304.583,14442.281,69881.030
06/04/13,15.890,18.850,12.920,55.400,28492.500,15260.417,8842.083,13633.518,66228.518
07/04/13,13.180,17.910,8.440,1.740,26322.083,14424.167,8346.250,12637.407,61729.907
08/04/13,12.280,16.920,7.630,0.020,29547.083,16257.917,9382.917,14370.944,69558.860
09/04/13,13.930,19.460,8.400,0.190,30117.917,16421.250,9307.083,14558.174,70404.423
10/04/13,11.130,15.250,7.010,0.560,30248.333,16622.917,9522.083,14713.764,71107.097
11/04/13,9.170,13.200,5.140,0.670,31462.083,17355.000,9710.417,15320.721,73848.221
12/04/13,9.800,14.420,5.180,0.130,31142.083,17243.750,9769.583,15214.901,73370.317
13/04/13,10.710,16.200,5.220,0.020,28716.667,15614.583,9043.750,13855.350,67230.350
14/04/13,14.440,20.770,8.110,0.840,26491.250,14247.917,8226.667,12601.383,61567.216
15/04/13,16.020,20.800,11.240,0.020,29152.917,15684.583,9027.917,13994.825,67860.241
16/04/13,16.100,22.020,10.190,1.500,29862.500,16041.667,9235.417,14357.198,69496.781
17/04/13,18.150,21.910,14.390,0.350,29887.917,16060.000,9195.833,14358.383,69502.132
18/04/13,17.510,22.150,12.880,1.030,29977.917,16011.250,9463.750,14446.310,69899.226
19/04/13,12.550,16.980,8.130,0.090,30228.333,16041.667,9525.417,14543.717,70339.133
20/04/13,9.510,13.320,5.710,19.450,30410.417,15613.750,9173.750,14373.788,69571.704
21/04/13,9.130,12.840,5.420,3.270,30139.167,14770.000,9126.250,14043.173,68078.589
22/04/13,10.980,16.610,5.350,0.000,31537.500,16449.167,9484.167,15020.205,72491.038
23/04/13,12.620,18.490,6.750,4.360,31177.083,16634.583,9407.500,14948.631,72167.798
24/04/13,15.030,17.210,12.840,19.180,31133.750,16727.083,9367.917,14951.357,72180.106
25/04/13,16.530,22.040,11.030,0.100,29787.917,15832.500,8917.083,14185.965,68723.465
26/04/13,14.910,19.640,10.170,1.550,29247.917,15767.083,9242.917,14106.452,68364.368
27/04/13,14.170,18.880,9.460,0.260,27091.250,14677.083,8879.167,13079.649,63727.149
28/04/13,15.220,20.270,10.160,0.480,25321.667,13488.333,8032.083,11997.389,58839.472
29/04/13,16.590,22.590,10.580,4.420,25870.833,13761.667,8093.333,12248.727,59974.560
30/04/13,16.230,19.380,13.080,3.860,27922.917,15062.500,8718.750,13380.165,65084.332
01/05/13,13.440,17.360,9.510,2.420,27715.000,14847.083,8831.667,13291.883,64685.632
02/05/13,12.810,17.470,8.160,0.260,27607.917,14882.500,8712.917,13237.728,64441.061
03/05/13,13.570,18.540,8.610,0.540,25077.917,13406.250,7964.167,11885.406,58333.739
04/05/13,14.890,20.170,9.610,0.280,24400.000,13076.250,7623.750,11501.940,56601.940
05/05/13,16.530,22.100,10.960,0.520,24209.167,12810.000,7532.083,11345.876,55897.125
06/05/13,17.730,23.910,11.550,0.440,25530.000,13478.333,7914.583,12020.378,58943.294
07/05/13,14.790,19.590,10.000,0.000,28383.750,15125.000,8918.333,13585.763,66012.846
08/05/13,15.510,22.220,8.790,0.000,29454.583,15685.417,9015.417,14077.301,68232.717
09/05/13,18.720,25.690,11.750,0.810,29745.833,15727.500,8916.250,14143.898,68533.481
10/05/13,19.350,24.250,14.460,7.430,30115.000,15978.750,8827.917,14295.222,69216.889
11/05/13,17.190,19.500,14.870,15.140,28433.333,15230.417,8727.500,13575.572,65966.821
12/05/13,19.160,25.160,13.160,0.000,26055.000,13629.583,7820.833,12186.041,59691.457
13/05/13,19.230,24.650,13.800,0.020,29371.250,15652.083,8740.000,13965.792,67729.125
14/05/13,21.580,27.680,15.480,0.020,30501.667,16228.750,8805.417,14469.891,70005.724
15/05/13,20.370,24.730,16.020,0.460,30117.500,16207.917,8868.333,14372.603,69566.352
16/05/13,19.540,24.380,14.690,0.840,30262.083,16013.750,8893.333,14365.611,69534.778
17/05/13,18.910,24.870,12.960,0.000,29605.833,15868.750,8678.750,14076.708,68230.041
18/05/13,20.030,25.330,14.730,0.680,27666.250,14768.750,8262.083,13093.751,63790.834
19/05/13,19.250,22.590,15.910,8.950,26202.083,13747.917,7676.667,12220.524,59847.191
20/05/13,20.160,24.190,16.120,3.400,29755.417,15778.750,8630.833,14080.026,68245.026
21/05/13,22.600,27.040,18.160,0.000,30946.250,16346.667,8786.250,14624.415,70703.582
22/05/13,22.440,27.810,17.080,0.220,31006.250,16568.333,8752.083,14694.804,71021.471
23/05/13,22.100,26.830,17.360,0.130,30799.583,16313.750,8725.000,14555.922,70394.255
24/05/13,21.340,27.900,14.780,0.000,30640.000,16302.500,8695.000,14498.805,70136.305
25/05/13,20.240,25.250,15.230,0.000,27599.167,15058.750,8192.917,13137.477,63988.310
26/05/13,22.510,27.460,17.550,0.000,26472.500,14012.083,7775.000,12400.525,60660.109
27/05/13,22.590,26.240,18.950,0.200,29931.667,16020.417,8661.250,14207.532,68820.865
28/05/13,22.120,25.080,19.160,4.980,30461.667,16328.750,8937.917,14524.638,70252.971
29/05/13,21.500,24.040,18.950,1.500,30555.000,16563.333,8926.667,14614.698,70659.698
30/05/13,21.240,24.060,18.430,1.820,30962.500,16590.833,8898.750,14730.473,71182.556
31/05/13,22.050,27.520,16.570,0.040,30335.833,16112.083,8695.000,14358.146,69501.062
01/06/13,21.170,25.480,16.860,3.610,27363.333,14806.667,8275.000,13022.058,63467.058
02/06/13,19.990,23.590,16.390,0.900,25565.000,13901.667,7707.083,12091.715,59265.464
03/06/13,21.000,25.840,16.160,0.020,29218.750,16156.250,8535.417,14007.623,67918.039
04/06/13,23.100,28.890,17.310,0.000,30918.333,16626.667,8822.083,14706.299,71073.382
05/06/13,23.010,27.500,18.520,0.200,31164.167,16735.833,8882.500,14824.443,71606.943
06/06/13,22.520,25.850,19.180,0.000,30946.250,16660.833,8850.417,14732.013,71189.513
07/06/13,22.930,27.150,18.710,1.320,30748.750,16678.333,8814.167,14670.512,70911.761
08/06/13,22.790,27.740,17.840,2.950,28383.750,15218.750,8300.833,13436.808,65340.141
09/06/13,22.950,27.480,18.420,0.880,27212.083,14210.417,7794.583,12672.839,61889.922
10/06/13,23.760,27.850,19.670,0.380,30927.500,16239.583,8760.833,14581.400,70509.316
11/06/13,23.390,26.850,19.930,3.850,31257.083,17007.500,9091.250,14987.499,72343.332
12/06/13,24.280,28.220,20.350,8.070,31253.750,17862.083,9203.333,15261.471,73580.638
13/06/13,25.430,29.020,21.850,10.550,31702.917,19017.917,9466.250,15792.707,75979.790
14/06/13,25.850,29.930,21.760,4.140,32398.333,19130.417,9541.667,16043.927,77114.343
15/06/13,25.220,28.190,22.250,22.500,31228.750,16854.167,8921.250,14887.485,71891.652
16/06/13,24.690,28.290,21.080,0.360,28420.000,15575.417,8158.750,13508.145,65662.312
17/06/13,25.610,30.290,20.940,0.510,32386.667,18143.333,9080.000,15628.584,75238.584
18/06/13,26.500,29.990,23.010,4.110,34270.000,18821.667,9184.583,16386.866,78663.115
19/06/13,24.700,27.590,21.810,39.730,33952.083,18381.667,9090.417,16144.533,77568.700
20/06/13,21.830,23.850,19.810,23.400,32387.917,17039.583,9082.500,15315.744,73825.744
21/06/13,20.830,22.740,18.910,10.240,31661.667,16444.167,8987.917,14912.962,72006.712
22/06/13,21.980,25.940,18.010,0.180,29039.583,15248.333,8374.583,13652.715,66315.215
23/06/13,23.030,26.740,19.330,7.410,27603.333,14421.250,7812.917,12849.285,62686.785
24/06/13,23.460,27.570,19.360,2.970,31341.250,16690.417,8895.833,14865.681,71793.181
25/06/13,24.260,27.330,21.180,20.180,32355.833,17407.917,9272.917,15465.528,74502.195
26/06/13,21.830,23.870,19.790,27.020,31620.000,16942.500,9155.417,15090.476,72808.392
27/06/13,23.210,27.210,19.210,1.140,31156.250,17096.250,9126.250,14994.017,72372.767
28/06/13,22.790,25.740,19.840,0.660,30995.417,16869.583,8971.667,14839.848,71676.515
29/06/13,24.000,27.960,20.040,0.850,29532.083,15872.917,8534.167,14015.799,67954.966
30/06/13,24.300,27.930,20.680,0.790,27850.833,14689.583,8080.000,13071.947,63692.363
01/07/13,24.560,27.910,21.210,0.430,30898.333,17005.833,9020.833,14864.970,71789.970
02/07/13,24.880,28.620,21.140,1.110,32155.833,17326.250,9331.250,15402.012,74215.345
03/07/13,24.410,27.280,21.530,15.780,31882.500,17671.250,9061.250,15345.606,73960.606
04/07/13,25.140,27.760,22.530,11.110,33045.417,18085.000,9386.667,15886.559,76403.642
05/07/13,27.430,30.610,24.240,4.790,34297.500,19160.417,9404.167,16553.477,79415.560
06/07/13,28.570,32.170,24.960,3.650,34061.250,18243.750,8988.333,16107.324,77400.657
07/07/13,29.350,33.950,24.750,3.240,33813.333,17204.583,8533.750,15611.994,75163.661
08/07/13,29.680,34.420,24.940,2.910,38773.750,20562.917,9534.583,18262.484,87133.733
09/07/13,29.770,34.470,25.070,0.490,40131.250,21061.667,9960.417,18911.508,90064.841
10/07/13,30.050,34.450,25.660,1.370,40700.000,21211.667,9962.917,19116.632,90991.215
11/07/13,29.860,33.950,25.760,0.940,41380.833,21365.000,9828.750,19315.712,91890.295
12/07/13,29.680,33.750,25.620,1.770,41401.250,21273.750,9560.000,19219.134,91454.134
13/07/13,29.210,32.930,25.490,0.740,37016.667,18884.167,8493.333,16989.201,81383.368
14/07/13,28.680,33.210,24.160,16.200,34591.667,16807.917,8251.250,15640.197,75291.030
15/07/13,27.610,31.850,23.370,0.630,34954.167,16834.583,8527.083,15829.323,76145.156
16/07/13,26.820,31.010,22.630,0.000,34407.083,19308.750,9237.500,16579.428,79532.761
17/07/13,26.590,30.280,22.900,9.160,33797.500,20024.167,9155.417,16586.183,79563.266
18/07/13,27.630,31.250,24.010,0.950,36730.417,20202.500,9080.417,17449.692,83463.025
19/07/13,26.580,30.970,22.190,0.000,34962.917,19045.000,8914.583,16570.659,79493.159
20/07/13,26.400,31.060,21.740,0.000,30678.333,17484.167,8237.500,14715.660,71115.660
21/07/13,27.170,31.830,22.500,0.000,29208.333,17371.667,8053.750,14213.339,68847.088
22/07/13,28.060,31.980,24.140,2.800,34560.000,20061.667,9045.417,16782.419,80449.502
23/07/13,29.550,34.070,25.040,13.020,36934.167,20804.583,9363.750,17759.451,84861.951
24/07/13,26.830,29.610,24.050,4.130,34147.500,20223.750,9264.583,16773.531,80409.364
25/07/13,27.630,30.990,24.270,9.450,34459.583,21057.500,9357.500,17125.832,82000.415
26/07/13,28.490,32.080,24.910,4.890,36625.417,21021.667,9545.417,17785.047,84977.547
27/07/13,27.970,32.390,23.550,11.180,33888.333,18617.500,8526.667,16033.143,77065.643
28/07/13,27.660,31.380,23.940,3.510,31382.917,17044.583,8300.000,14808.801,71536.301
29/07/13,26.630,28.400,24.870,10.920,33853.750,18728.750,9096.667,16217.055,77896.222
30/07/13,28.670,32.110,25.240,0.570,36143.333,20139.167,9545.417,17396.959,83224.876
31/07/13,28.600,32.130,25.070,6.110,35940.833,20219.583,9562.500,17367.098,83090.014
01/08/13,28.710,32.440,24.980,1.550,36535.000,20349.583,9391.250,17524.347,83800.180
02/08/13,27.540,31.280,23.790,0.310,34318.750,20008.333,9256.250,16758.600,80341.933
03/08/13,27.680,31.760,23.600,0.150,32345.417,17970.417,8481.667,15397.509,74195.009
04/08/13,28.150,31.960,24.330,2.460,31912.083,17247.917,8280.417,15011.555,72451.971
05/08/13,28.900,32.340,25.470,14.480,37286.250,20205.000,9655.417,17772.012,84918.679
06/08/13,28.620,32.640,24.610,5.340,37891.250,20869.583,10133.333,18269.001,87163.168
07/08/13,29.990,34.550,25.440,0.140,38904.583,21245.417,10374.167,18732.573,89256.740
08/08/13,30.280,34.310,26.260,1.610,39850.000,21737.500,10517.500,19182.162,91287.162
09/08/13,30.600,34.520,26.680,3.360,41813.333,22122.500,10565.833,19863.774,94365.441
10/08/13,31.910,36.360,27.450,0.000,41040.000,20869.167,10137.917,19165.691,91212.774
11/08/13,32.300,36.680,27.920,0.090,38709.583,19669.583,9687.917,18033.779,86100.862
12/08/13,31.470,36.020,26.920,3.960,38635.417,20489.583,9644.583,18233.570,87003.153
13/08/13,30.230,35.040,25.430,0.000,35719.583,19121.667,9192.917,16886.817,80920.984
14/08/13,30.370,34.950,25.790,0.000,35187.500,18132.083,8817.917,16347.405,78484.905
15/08/13,30.420,34.820,26.020,0.200,35103.333,18412.917,9063.333,16473.134,79052.717
16/08/13,30.430,34.300,26.570,0.040,36187.917,19032.917,9498.750,17081.750,81801.333
17/08/13,30.170,34.050,26.290,0.430,34749.583,18620.000,9723.333,16619.126,79712.042
18/08/13,30.480,34.420,26.530,0.390,34307.500,18262.083,9559.167,16344.917,78473.666
19/08/13,30.870,34.870,26.860,1.010,39780.000,21463.750,10689.167,19133.222,91066.138
20/08/13,30.670,34.580,26.770,1.280,40424.167,22174.167,10113.333,19354.698,92066.365
21/08/13,30.160,34.410,25.910,9.200,39271.250,22428.750,10137.917,19106.204,90944.120
22/08/13,30.200,34.360,26.040,0.220,39094.167,22788.750,10250.417,19190.220,91323.553
23/08/13,28.780,32.490,25.060,13.390,38203.333,22226.250,9818.333,18654.008,88901.924
24/08/13,27.540,30.600,24.480,21.970,34790.833,18239.583,8977.083,16310.433,78317.933
25/08/13,25.560,28.440,22.690,23.660,30225.833,16132.917,8531.250,14286.216,69176.216
26/08/13,25.420,28.970,21.870,15.160,33501.667,17162.500,9441.250,15769.481,75874.897
27/08/13,25.650,30.790,20.510,1.580,33830.417,18010.833,9529.583,16129.365,77500.198
28/08/13,26.750,31.750,21.750,0.070,35149.583,18205.833,9330.833,16503.470,79189.719
29/08/13,27.420,32.070,22.770,4.250,36424.583,19229.583,9447.500,17190.414,82292.081
30/08/13,29.450,33.670,25.230,18.190,39979.167,20039.583,9799.167,18531.716,88349.632
31/08/13,28.700,32.470,24.920,11.500,37866.667,18627.083,9109.167,17332.970,82935.886
01/09/13,26.990,30.360,23.630,20.180,36194.583,15858.333,8570.000,15916.658,76539.574
02/09/13,26.030,28.420,23.650,6.720,37496.667,17687.083,9097.917,16957.206,81238.873
03/09/13,26.290,29.700,22.890,24.870,38970.833,17800.417,9497.917,17522.451,83791.618
04/09/13,25.150,28.820,21.470,27.090,37651.667,17073.333,9884.583,17050.466,81660.049
05/09/13,25.130,28.940,21.320,2.440,37221.250,16812.500,9472.917,16736.796,80243.463
06/09/13,25.200,29.080,21.320,0.020,34732.500,17209.167,9181.667,16058.976,77182.309
07/09/13,24.780,27.370,22.190,12.260,32076.250,15748.333,8395.000,14664.350,70883.933
08/09/13,24.590,27.670,21.500,16.280,29867.500,14750.417,8117.500,13673.453,66408.869
09/09/13,24.790,29.150,20.430,0.000,32250.000,16898.333,8815.833,15160.509,73124.676
10/09/13,24.950,28.970,20.940,1.680,32882.500,17847.083,9142.500,15703.121,75575.204
11/09/13,25.650,29.560,21.750,0.090,32980.833,18491.667,9351.250,15973.775,76797.524
12/09/13,27.320,31.400,23.240,0.150,35352.500,19433.333,9500.417,16958.510,81244.759
13/09/13,28.150,32.130,24.180,0.740,36665.833,20088.333,9654.167,17562.030,83970.363
14/09/13,28.310,32.070,24.560,26.250,34637.083,18210.833,9236.667,16332.356,78416.939
15/09/13,25.750,28.510,23.000,62.310,31669.167,15656.667,8597.500,14580.096,70503.429
16/09/13,23.730,27.770,19.690,6.930,32066.667,15128.333,8722.500,14578.437,70495.937
17/09/13,23.020,28.700,17.340,0.000,31140.833,16375.833,8743.333,14675.844,70935.844
18/09/13,23.410,29.070,17.760,0.000,31338.750,16900.833,8967.917,14945.313,72152.813
19/09/13,24.010,29.360,18.660,0.000,31481.250,17346.667,9003.333,15122.708,72953.957
20/09/13,24.340,29.570,19.110,0.000,32367.083,17280.833,9071.250,15375.231,74094.398
21/09/13,25.330,30.330,20.330,0.100,31102.917,16334.583,8810.417,14672.408,70920.324
22/09/13,25.570,30.050,21.100,4.230,28675.833,15062.917,8147.083,13431.831,65317.664
23/09/13,23.730,27.610,19.860,1.620,28290.000,15787.500,8459.167,13616.928,66153.595
24/09/13,23.990,28.720,19.260,12.540,31131.667,17587.917,9194.583,15146.289,73060.456
25/09/13,24.640,28.190,21.080,3.070,32517.083,18144.583,9543.333,15797.802,76002.802
26/09/13,21.310,25.190,17.430,1.340,31021.667,16365.417,8997.500,14711.276,71095.859
27/09/13,20.160,24.990,15.320,0.000,29427.917,15884.583,8771.250,14056.919,68140.668
28/09/13,21.120,26.560,15.690,0.150,27563.333,14910.000,8377.083,13137.359,63987.775
29/09/13,22.880,26.920,18.850,0.430,26173.333,13932.917,7976.250,12350.163,60432.663
30/09/13,22.830,26.590,19.070,1.640,29199.583,15976.250,8700.833,13998.024,67874.691
01/10/13,23.460,27.370,19.540,7.040,30915.000,17094.167,9177.917,14939.507,72126.590
02/10/13,24.320,27.920,20.720,6.800,32048.333,17211.250,9277.917,15323.565,73861.065
03/10/13,22.790,27.040,18.550,0.360,32345.833,16579.167,9017.500,15154.347,73096.847
04/10/13,19.670,23.250,16.090,10.750,30117.083,16113.750,8889.583,14351.747,69472.163
05/10/13,19.970,22.830,17.110,7.800,28221.250,15356.667,8497.500,13485.749,65561.165
06/10/13,23.700,27.670,19.740,0.800,26883.750,14811.250,8012.083,12812.195,62519.278
07/10/13,24.690,28.420,20.960,0.270,31139.167,17357.500,9125.833,15063.339,72685.839
08/10/13,25.010,28.170,21.860,4.510,32749.167,17484.583,9442.500,15647.426,75323.675
09/10/13,24.850,27.280,22.430,4.830,33162.917,17942.500,9447.917,15896.868,76450.201
10/10/13,25.220,29.190,21.260,3.370,33122.917,18298.750,9258.750,15933.011,76613.427
11/10/13,25.170,28.920,21.430,2.750,33307.917,18242.083,9270.833,15972.945,76793.778
12/10/13,22.490,27.600,17.380,0.080,30323.750,15146.250,8450.417,14010.467,67930.883
13/10/13,20.100,24.950,15.260,0.130,25965.417,13423.333,7607.083,12041.115,59036.948
14/10/13,20.040,25.440,14.650,0.290,26893.750,13912.083,7937.083,12537.986,61280.902
15/10/13,18.610,21.020,16.210,114.480,29859.167,15979.167,8821.250,14220.686,68880.269
16/10/13,17.910,21.890,13.940,2.760,29756.250,15740.000,9077.917,14196.393,68770.560
17/10/13,16.420,20.380,12.450,0.020,29638.333,15476.250,9015.417,14070.072,68200.072
18/10/13,16.420,19.850,12.990,2.750,29478.750,15729.167,8945.417,14076.708,68230.041
19/10/13,16.590,19.440,13.730,14.010,27809.167,14921.667,8673.333,13294.845,64699.012
20/10/13,16.080,17.690,14.470,31.130,27051.250,13963.333,8153.750,12658.974,61827.307
21/10/13,18.940,23.040,14.830,0.150,29201.250,15494.167,8801.250,13889.952,67386.619
22/10/13,18.690,21.810,15.560,0.970,29890.417,15956.250,9085.417,14298.185,69230.268
23/10/13,17.810,19.640,15.970,13.430,29842.917,16102.083,9082.917,14325.440,69353.356
